,id,asin,description,title,price,imUrl,brand,category1,category2,cp,profit,link
209,3392,B007NM5U94,"A watch is not a mere timepiece anymore, but it also reflects your style quotient. Style-conscious women look out for elegance and performance in their selection of timepieces. The Titan Raga analog white dial women's watch is an exceptionally stylish and chic looking watch that exudes femininity. Featuring an elegant design, it blends effortlessly with your designer outfits as well as formal wear. The white oval dial features two stylish gold tone hour markers that offer a brilliant contrast against the dial background to create an impressive time display. This Titan Raga women's watch is not only exclusive in looks but is also sturdy with its brass casing.",Titan Raga Analog White Dial Women's Watch -NK2370YM01,2995,https://images-na.ssl-images-amazon.com/images/I/61cI6eRjd1L._UL1500_.jpg,Titan,Jewelry,Women,1837,1158,https://www.amazon.in/dp/B007NM5U94
210,3488,B01G76C0SK,"Sonata professionals collection is the everyday range of watches for all those who believe in power dressing when they go to work. the range consists of watches with interesting dials, matching with straps in stainless steel and leather; available for both men and women.",Titan Analog Gold Dial Women's Watch -2534YL04,1470,https://images-na.ssl-images-amazon.com/images/I/618DwBQ2gtL._UL1446_.jpg,Titan,Jewelry,Women,1097,373,https://www.amazon.in/dp/B01G76C0SK
211,3658,B00ENBN35Q,"Fastrack, the leading youth brand from Titan Industries has been offering both funky and elegant accessories that can be your perfect fashion companion. Belonging to their range of�Fastrack women's watches, this black coloured timepiece can be teamed with any kind of attires. So, whether you are trying to keep up with time on a busy Monday or trying to be punctual for that Sunday brunch, this time makes sure that you are always on time. The crystal studded bezel surrounding the jet black dial lends this watch a unique look. Featuring quartz movement and an analog dial, this timepiece from Fastracks new Beach Collection can add precision to your daily schedule, and make sure you never fall behind on punctuality.",Fastrack Beach Analog Black Dial Women's Watch -NK9827PP02,1950,https://images-na.ssl-images-amazon.com/images/I/81d4bKbuhdL._UL1500_.jpg,Fastrack,Jewelry,Women,1789,161,https://www.amazon.in/dp/B00ENBN35Q
212,3715,B01LD2WRTK,Keep things classy and chic with this understated watch. The round silver dial is complemented by the plain three hands which also make reading time super easy. The subtle yet stylish grey strap adds sophistication to your look. Pair this one with smart trousers and a top and nail that next presentation.,Fastrack Analog Silver Dial Women's Watch-NK6143SL02,1950,https://images-na.ssl-images-amazon.com/images/I/71KQtAfcCaL._UL1500_.jpg,Fastrack,Jewelry,Women,1623,327,https://www.amazon.in/dp/B01LD2WRTK
213,3910,B01H8XGHM6,"Blacksmith brings to you from its collection a never seen before Anchor Bracelet. The adjustable diameter of this Bracelet makes it easy to wear over most wrist sizes. Can be worn by Men , Women and Kids over Casual Outfits. Trendy bracelet for men and Women. Available in 7 colors. Blacksmithh Anchor Black Bracelet . The Band is made from Chute Cord and is heavy duty and Washable .Wear over most Casual outfits and look trendy",Blacksmith Anchor Bracelet Black for Women & Men,299,https://images-na.ssl-images-amazon.com/images/I/61P7UNgxsuL._UL1024_.jpg,Blacksmith,Jewelry,Men,163,136,https://www.amazon.in/dp/B01H8XGHM6
214,4008,B07L7WD1KJ,Introducing�Hot And Bold Oxford Street Edition Edition. Where Symbols from cultures around the world is portraid in the fashion jewellery. All designs are inspired by the London Fashion Week 17-18.�,Under 499 Anchor Charm Leather Wrap Multi Strand Stylish Bracelet-Bracelets.,299,https://images-na.ssl-images-amazon.com/images/I/81onoLYLYEL._UL1500_.jpg,Hot And Bold,Jewelry,Men,110,189,https://www.amazon.in/dp/B07L7WD1KJ
215,4200,B07L7WMPBM,"Introducing Oxford Street . Where Symbols from cultures around the world is portraid in the fashion jewellery. ""Launched in 2016, leads the way in contemporary/costume Fashion jewellery. Each season fresh new Jewellery are introduced from all round the globe to curate the very best individual pieces and unique. Our ethos is one of , inspiration, and above all an unrivalled of choice.",Hot And Bold Brown Sheild Leather Stainless Steel Bracelet for Men and Women,459,https://images-na.ssl-images-amazon.com/images/I/51t74aQyuNL.jpg,Hot And Bold,Jewelry,Men,208,251,https://www.amazon.in/dp/B07L7WMPBM
216,4219,B07GPV7RLV,"Yellow Chimes brings exclusive Fashion Jewellery designs to you from renowned jewellery manufacturers all over the world. The Best Price is assured to you as we remove all middlemen margins and real-estate expenses by directly purchasing from international manufacturers. Thus, beautiful and contemprary Fashion Jewellery is made available at very reasonable prices to our valuable customers.",Yellow Chimes Magnetic Clasp Genuine Multi Strand Bracelet for Men (Black)(YCSSBR-062BRD-BK),599,https://images-na.ssl-images-amazon.com/images/I/71y6R1uHv1L._UL1500_.jpg,Yellow Chimes,Jewelry,Men,427,172,https://www.amazon.in/dp/B07GPV7RLV
217,4300,B07GTCKT26,"Yellow Chimes brings exclusive Fashion Jewellery designs to you from renowned jewellery manufacturers all over the world. The Best Price is assured to you as we remove all middlemen margins and real-estate expenses by directly purchasing from international manufacturers. Thus, beautiful and contemprary Fashion Jewellery is made available at very reasonable prices to our valuable customers.",Yellow Chimes High Polish Stainless Steel Kadaa for Men (Black)(YCSSBR-42KADA-BK),399,https://images-na.ssl-images-amazon.com/images/I/313FRMK8vuL.jpg,Yellow Chimes,Jewelry,Men,270,129,https://www.amazon.in/dp/B07GTCKT26
218,4308,B01I59764A,"Rich and famous is a pioneer in fashion jewelry . we provide gorgeous, amazing and exquisite jewelry . Welcome to the playfield of rich and famous where our designs and rich range of jewelries are perfect partner in carving your mark on society. To be rich is not what you have in your bank account but what you have in your heart, in your soul, it is to be unfraid of to be yourself. Each and every single piece of jewelry is carrying our 20 years of expertise in jewelry making art and comes with super fine finish, impeccable polish and enduring gloss.",RICH AND FAMOUS Bronze Leather Multistrand Bracelet for Men,599,https://images-na.ssl-images-amazon.com/images/I/61MeUnC7abL._UL1024_.jpg,RICH AND FAMOUS,Jewelry,Men,317,282,https://www.amazon.in/dp/B01I59764A
219,4426,B0791HMBMC,"Yellow Chimes gives its own Unique designs using Crystals from Swarovski to renowned Jewellery Manufacturers all over the world and brings exclusive Jewellery to you. The reasonable price is assured to you as we remove all middlemen margins and real-estate expenses by directly purchasing from international manufacturers. Thus, beautiful and contemporary Fashion Jewellery is made available at very reasonable prices to our valuable customers. So, BUY WITH CONFIDENCE! ""One thing we can ensure is that our products are liked so much by people that definitely it will bring the smile on your face too.""",Yellow Chimes Charm by Yellow Chimes Charm Bracelet for Men (Black)(YCFJBR 606LTHR SLBK),199,https://images-na.ssl-images-amazon.com/images/I/51R6dEEK8CL._UL1100_.jpg,Yellow Chimes,Jewelry,Men,109,90,https://www.amazon.in/dp/B0791HMBMC
220,4464,B07GPDR68Q,"Yellow Chimes brings exclusive Fashion Jewellery designs to you from renowned jewellery manufacturers all over the world. The Best Price is assured to you as we remove all middlemen margins and real-estate expenses by directly purchasing from international manufacturers. Thus, beautiful and contemprary Fashion Jewellery is made available at very reasonable prices to our valuable customers.",Yellow Chimes Stainless Steel Genuine Charm Bracelet for Men (Black)(YCSSBR-064BND-BK),405,https://images-na.ssl-images-amazon.com/images/I/51W2VeCtXQL._UL1001_.jpg,Yellow Chimes,Jewelry,Men,328,77,https://www.amazon.in/dp/B07GPDR68Q
221,4561,B074V7589J,"Rich & Famous is a pioneer brand in fashion jewelry . We value of our customer and customer satisfaction is our primary aim. We provide gorgeous, amazing and exquisite jewelry with affordable budget. Welcome To The Playfield Of Rich & Famous Where Our Exclusive Designs And Rich Range Of Jewelries Are Perfect Partner In Carving Your Mark On Society. To Be Rich Is Not What You Have In Your Bank Account But What You Have In Your Heart, In Your Soul, It Is To Be Unfraid Of To Be Yourself. Each And Every Single Piece Of Jewelry Is Carrying Our 20 Years Of Expertise In Jewelry Making Art And Comes With Super Fine Finish, Impeccable Polish And Enduring Gloss.",Mens Fashion Jewellery Antique & Stylish Silver Bracelet with Geometric Accents Bracelet,220,https://images-na.ssl-images-amazon.com/images/I/419bqnEYTpL.jpg,RICH AND FAMOUS,Jewelry,Men,191,29,https://www.amazon.in/dp/B074V7589J
222,4722,B06VY5D8XK,"Sailors rule the world. The Macho guys are the ladies' dreams. A piece of the sailor is what they want. Be the ultimate playboy, the object of desire and the envy of your friends. This classy and bold bracelet promises nothing less. There are no compromises for sailors, it is the seas and the skies that feed their soul. Get this legendary bracelet at this amazing price today only!",Addic Drop Anchor Bronze & Leather Vintage Men's Bracelet,329,https://images-na.ssl-images-amazon.com/images/I/81BZIYPES7L._UL1500_.jpg,Addic,Jewelry,Men,187,142,https://www.amazon.in/dp/B06VY5D8XK
223,5665,B07DD7HD28,"Everyday wear Contemporary watch for Men with a Silver White dial and Black Leather strap, housed in a 43mm Round case with Multifunction with pushers and a Sleek design",Titan Neo Analog Silver Dial Men's Watch - 1766SL04,2995,https://images-na.ssl-images-amazon.com/images/I/91%2Bet24eYPL._UL1500_.jpg,Titan,Jewelry,Men,1537,1458,https://www.amazon.in/dp/B07DD7HD28
224,5942,B01N8UHYTB,"This analog watch for men has patterned brown dial enclosed within a round, metal case, the dial displays plain three hands and has date function, the combination of arabic numerals and long vertical minute markings ensure easy time reading, the watch features brown leather strap fastened by buckle and a water resistance of 5 atm, it also comes with a 24-month warranty, this is the watch you grab without thinking twice since it pairs effortlessly with just about everything you already own.",Titan Neo Analog Black Dial Men's Watch-NK1730SL02,2390,https://images-na.ssl-images-amazon.com/images/I/81xMRp8IyAL._UL1500_.jpg,Titan,Jewelry,Men,1607,783,https://www.amazon.in/dp/B01N8UHYTB
225,6630,B00K81V2Q2,"�For a sporty look, try on a Titan Octane analog watch. The Titan Raga series of timepieces are a stunning collection of watches for ladies. Beautifully designed and crafted, these watches will look extremely elegant on your wrist. You can also find Titan watches for ladies, with leather as well as metallic straps.�",Titan Analog Gold Dial Men's Watch -NJ1648YM02C,1645,https://images-na.ssl-images-amazon.com/images/I/81KYRExiPpL._UL1500_.jpg,Titan,Jewelry,Men,942,703,https://www.amazon.in/dp/B00K81V2Q2
226,6783,B00ISNVM0S,"Men's watches are often worn as style adornments. Whether you are an office goer, a college going teenager or an established man, you cannot deny the satisfaction you get after donning the attractive timepiece on your wrist. The straps are usually made from different materials like fabric, leather, jewel, metal and such. Choose a strap material based on your comfort and one that complements your skin tone.",Titan Karishma Analog Multi-Colour Dial Men's Watch -NK1639SM01,1795,https://images-na.ssl-images-amazon.com/images/I/61tysqbOR-L._UL1042_.jpg,Titan,Jewelry,Men,1327,468,https://www.amazon.in/dp/B00ISNVM0S
227,6838,B07H3T53NP,"You can tell a lot about a man by the watch he wears. This one is handsome and well-made. Plus it�s a Timex, so you can feel good about it.",Timex Analog Black Dial Men's Watch-TW00ZR263E,975,https://images-na.ssl-images-amazon.com/images/I/71OWPnYJ%2BIL._UL1500_.jpg,Timex,Jewelry,Men,551,424,https://www.amazon.in/dp/B07H3T53NP
228,6903,B073P8RCBJ,"Before you is nothing more or less than a classic collection of Timex watches, featuring our signature and stylish leather watch bands. Get the look that everyone is after�one that strikes a perfect balance between refined and casual with one of our many hot items from the Men's Leather Watches Collection.",Timex Analog Black Dial Men's Watch - TW000U913,2499,https://images-na.ssl-images-amazon.com/images/I/81JD41CvL0L._UL1500_.jpg,Timex,Jewelry,Men,1615,884,https://www.amazon.in/dp/B073P8RCBJ
229,6991,B07BH5CR7P,"A simpler execution with a linear calendar, capturing the boldness of its elements through color and metallic accents.",Timex Analog Black Dial Men's Watch - TW000U934,2217,https://images-na.ssl-images-amazon.com/images/I/91sg8hcW9xL._UL1500_.jpg,Timex,Jewelry,Men,1882,335,https://www.amazon.in/dp/B07BH5CR7P
230,7071,B00KCOPMWK,"Sonata offers stylish and contemporary designs that adds an element of preciousness to all special occasions. Ranging from royal gold collection to smart steel and sporty and young Super Fibre, each time piece is designed keeping in mind the mix of bold and beautiful people who wear them .",Sonata Analog Black Dial Men's Watch -NK7924NM01,1545,https://images-na.ssl-images-amazon.com/images/I/81YT5x0fQOL._UL1500_.jpg,Sonata,Jewelry,Men,574,971,https://www.amazon.in/dp/B00KCOPMWK
231,7128,B00GSJ0OU8,"The Sonata Analogue - NF7924NL01 is crafted to bring the charm of a moonlit night to Earth. Celebrating the manliness with confidence, the black dial housed within the round case is an inspiration in Black. The leather band compliments the overall design and the smartly sewn threads add elan to the overall personality. Weighing just 100 grams, the watch is an example of smart engineering brilliance.",Sonata Analog Black Dial Men's Watch -NK7924NL01,1175,https://images-na.ssl-images-amazon.com/images/I/81trhKL1ehL._UL1500_.jpg,Sonata,Jewelry,Men,864,311,https://www.amazon.in/dp/B00GSJ0OU8
232,7155,B079X4DFFQ,"An elegant timepiece ticks off all the right boxes for a wedding present. The latest wedding collection from Sonata - UTSAV presents this white dial analog watch which is sure to become your beau's statment accessory in an instant. Packaged wonderfully in a round metal case inspired by wedding headgear, with two toned stainless steel strap having 3 piece sliding mechanism, this timeless piece isn't just elegant but also reflects the timeless love you share with the promise of the lifetime.",Sonata Wedding Collection Analog Silver Dial Men's Watch - 7125BM01,1675,https://images-na.ssl-images-amazon.com/images/I/81QFxPBdlxL._UL1500_.jpg,Sonata,Jewelry,Men,787,888,https://www.amazon.in/dp/B079X4DFFQ
233,7160,B01LWWTUO6,"Branded Q&Q Watch,Quartz Movement, Analog Display,Water Resistant, Designer IP series,Tuff Case and Strap Material",Q&Q Analog Black Dial Designer Black-Metal Watch for Men-Q964N402Y,1180,https://images-na.ssl-images-amazon.com/images/I/71DhURj9USL._UL1024_.jpg,Q&Q,Jewelry,Men,507,673,https://www.amazon.in/dp/B01LWWTUO6
234,7220,B00PJMCII6,"Branded Q&Q Watch,Quartz Movement, Analog Display,Water Resistant, Designer IP series,Tuff Case and Strap Material",Q&Q Regular Analog Blue Dial Men's Watch - A450J312Y,1399,https://images-na.ssl-images-amazon.com/images/I/41FId964J9L.jpg,Q&Q,Jewelry,Men,790,609,https://www.amazon.in/dp/B00PJMCII6
235,7278,B015ZXQ6RC,"Always Attractive, Make every day Always Attractive with Casio's Enticer Watches. Suitable for Everyday Casual Living while creating a Stylish Statement. Enticer features a wide range of Casio Analog watches, from sports to fashion line-up every kind of design is available in this series. The enticer collection contains a great collection of unique dial designs as per the needs. Comes in leather, steel, cloth and even resin bands. These watches are made for those who are looking for a timepiece that can be used in every occasion.",Casio Enticer Analog Black Dial Men's Watch-MTP-V006L-1BUDF (A1016),1436,https://images-na.ssl-images-amazon.com/images/I/61hrLVzWayL._UL1100_.jpg,Casio�,Jewelry,Men,796,640,https://www.amazon.in/dp/B015ZXQ6RC
236,7320,B07C9MSKMX,"Always attractive make every day always attractive with Casio's enticer watches. Suitable for everyday casual living while creating a stylish statement. Enticer features a wide range of Casio analog watches, from sports to fashion line-up every kind of design is available in this series. The enticer collection contains a great collection of unique dial designs as per the needs. Comes in leather, steel, cloth and even resin bands. These watches are made for those who are looking for a timepiece that can be used in every occasion.",Casio Enticer Analog Black Dial Men's Watch - MTP-VD01L-1BVUDF (A1370),2195,https://images-na.ssl-images-amazon.com/images/I/71CA-9UzDCL._UL1100_.jpg,Casio�,Jewelry,Men,945,1250,https://www.amazon.in/dp/B07C9MSKMX
237,7430,B00MIFJMZE,5ATM/50m Water resistance. Genuine calf leather strap. Stainless steel back cover. High precision quartz analogue movement.,Fastrack Casual Analog Blue Dial Men's Watch -NK3124SL02,1470,https://images-na.ssl-images-amazon.com/images/I/915LDVhdUEL._UL1500_.jpg,Fastrack,Jewelry,Men,1008,462,https://www.amazon.in/dp/B00MIFJMZE
238,7444,B00BON6XX0,"This watch features some cool characteristics that will keep you stock-still! This round dial watch is incomparable and is one of the best choices you can opt for if you like chunky watches. Is comes in a round shape dial attached to a strap. The strap is made of polyurethane and is black in colour. It has a stainless steel back case. It sits well on your wrist and feels comfortable too. To avoid any chances of sweat and tan under the strap, you need to wear this strap lose and avoid very tight fit.�",Fastrack New OTS Analog Black Dial Men's Watch -NK9332PP02,1530,https://images-na.ssl-images-amazon.com/images/I/81r-yEx3I6L._UL1500_.jpg,Fastrack,Jewelry,Men,590,940,https://www.amazon.in/dp/B00BON6XX0
239,7679,B07JQN9TBB,Two fold wallet Two main compartment Six Card holder,Puma Metal Cat Wallet Black,906,https://images-na.ssl-images-amazon.com/images/I/71NG56MHKnL._UL1500_.jpg,Puma,Jewelry,Men,541,365,https://www.amazon.in/dp/B07JQN9TBB
240,7818,B00SGLSDYU,Two fold wallet Two main compartment Six Card holder,Puma Black Men's Wallets (7322101),931,https://images-na.ssl-images-amazon.com/images/I/81nM5ijtE0L._SL1500_.jpg,Puma,Jewelry,Men,885,46,https://www.amazon.in/dp/B00SGLSDYU
241,7830,B012RMJMJI,Puma Black Wallet (7366901),Puma Black Wallet (7366901),931,https://images-na.ssl-images-amazon.com/images/I/81EICMAyA9L._SL1500_.jpg,Puma,Jewelry,Men,823,108,https://www.amazon.in/dp/B012RMJMJI
242,7990,B07FMZMLMT,"Secure your basic items (plus the change) with this wallet, crafted from denim and leather for a classic Levi's look with card slots.",Levi's Black Men's Wallet (37541-0200),978,https://images-na.ssl-images-amazon.com/images/I/81h5E3JMPJL._SL1500_.jpg,Levi's,Jewelry,Men,858,120,https://www.amazon.in/dp/B07FMZMLMT
243,8112,B07FL2321P,"Secure your basic items (plus the change) with this wallet, crafted from denim and leather for a classic Levi's look with card slots.",Levi's Brown Men's Wallet (37541-0197),978,https://images-na.ssl-images-amazon.com/images/I/915Mu%2B50O7L._SL1500_.jpg,Levi's,Jewelry,Men,700,278,https://www.amazon.in/dp/B07FL2321P
244,8528,B01BUT2PAW,"Levi�s are the purest wearable form of authentic self-expression. They bear the markings of life, the shapes of our bodies, the memories of our adventures.",Levi's Leather Brown Men's Wallet,843,https://images-na.ssl-images-amazon.com/images/I/91kwbhr840L._SL1500_.jpg,Levi's,Jewelry,Men,644,199,https://www.amazon.in/dp/B01BUT2PAW
245,8882,B07GCLHFDS,"Has 4 in build Credit card slots,1 Pullout Card Holder with 2 card slots with 1 Great Transparent I.D window for Driving License or Office I.D card Gaurded with Loop To ensure The Safety,1 Coin Pocket , 2 Secret Compartment and 2 Currency compartment carrying all your needs with extra comfort while carrying. We have designedthis wallet, for daily comfortable use.",GETOREE Men's Blue Florence Leather Wallet,580,https://images-na.ssl-images-amazon.com/images/I/81NAtPA5gPL._SL1500_.jpg,GETOREE,Jewelry,Men,415,165,https://www.amazon.in/dp/B07GCLHFDS
246,9055,B07GCNFZHJ,"Has 6 in build Credit card slots, 1 Great Transparent I.D window for Driving License or Office I.D card,1 Coin Pocket , 2 Secret Compartment and 2 Currency compartment carrying all your needs with extra comfort while carrying. We have designedthis wallet, for daily comfortable use.",GETOREE Men's Blue Florence Leather Wallet,580,https://images-na.ssl-images-amazon.com/images/I/91ejxck4BWL._SL1500_.jpg,GETOREE,Jewelry,Men,431,149,https://www.amazon.in/dp/B07GCNFZHJ
247,9056,B06XQXGDR1,"This is a high-quality classic genuine leather wallet from WildHorn. This wallet acts as the perfect accessory to complete your look and make you stand out. Featuring an elegant design, hand stitched; dyed and aged this wallet is long-lasting, light weight and a fine quality genuine leather product. It shows your personality and style every time you pull it out. This smooth rich, supple, and luxurious leather wallet has been made out of top grain genuine leather and it's a natural thing where colour variation is never under control.�",WildHorn Brown Men's Wallet (WH1256B),519,https://images-na.ssl-images-amazon.com/images/I/81xMgcrjpRL._SL1500_.jpg,WildHorn,Jewelry,Men,461,58,https://www.amazon.in/dp/B06XQXGDR1
248,9711,B06XPD19SG,"This is a high-quality classic genuine leather wallet from WildHorn. This wallet acts as the perfect accessory to complete your look and make you stand out. Featuring an elegant design, hand stitched; dyed and aged this wallet is long-lasting, light weight and a fine quality genuine leather product. It shows your personality and style every time you pull it out. This smooth rich, supple, and luxurious leather wallet has been made out of Top Grain Genuine Leather and it's a natural thing where colour variation is never under control.",WildHorn Blue Men's Wallet (WH1254),499,https://images-na.ssl-images-amazon.com/images/I/81hI890DQiL._SL1500_.jpg,WildHorn,Jewelry,Men,476,23,https://www.amazon.in/dp/B06XPD19SG
249,9785,B01G56E0E4,"This is a high-quality classic genuine leather wallet from wildhorn. This wallet acts as the perfect accessory to complete your look and make you stand out. Featuring an elegant design, hand stitched; dyed and aged this wallet is long-lasting, light weight and a fine quality genuine leather product. It shows your personality and style every time you pull it out. This smooth rich, supple, and luxurious leather wallet has been made out of top grain genuine leather and it's a natural thing where colour variation is never under control.",WildHorn Blue Men's Wallet (WH271GW),540,https://images-na.ssl-images-amazon.com/images/I/81Ux8t3SOhL._SL1500_.jpg,WildHorn,Jewelry,Men,499,41,https://www.amazon.in/dp/B01G56E0E4
